,p_name,year,latitude,longitude,built_capacity
59,Armadillo Flats,2018.0,36.309118269230765,-97.5535875,247.28
60,Armenia Mountain,2009.0,41.75550089552239,-76.89046164179105,100.5
61,Arnold Wind Farm,2005.0,43.75269,-95.84429,1.65
62,Ashtabula II,2009.0,47.2958625,-97.9456975,120.0
63,Ashtabula III,2010.0,47.16775692307692,-97.93216487179488,62.4
64,Ashtabula Wind Center,2008.0,47.118936564885495,-97.91973396946564,160.22519083969465
65,August Wind Energy LLC,2017.0,40.76495,-94.47563,1.79
66,Aurora County Wind,2018.0,43.716316666666664,-98.75530333333332,20.7
67,Aurora Wal-Mart,2005.0,39.7608,-104.77309,0.05
68,Aurora Wind,2021.0,48.50811985915493,-103.13593845070424,298.8
69,Auwahi Wind,2012.0,20.5963875,-156.31828625,24.0
70,Aviator Wind,2020.0,31.80976560209424,-100.642932460733,525.02
71,Azure Sky Wind Project,2022.0,33.168418860759495,-99.29152607594936,350.15
72,BLM-JCI,2010.0,41.79748,-107.24164,0.1
73,BTI Wind,2010.0,37.6069,-99.26979,0.07
74,Baffin,2015.0,27.17190603960396,-97.58823287128712,202.0
75,Baldwin,2010.0,47.1351025,-100.6959134375,102.4
76,Balko Wind,2015.0,36.517911790123456,-100.84378191358024,299.7
77,Ball Hill Wind,2023.0,42.410562,-79.133326,107.5
78,Barnstable Wastewater Treatment Facility,2010.0,41.66399,-70.3056,0.2
79,Baron Winds I,2023.0,42.474311875,-77.5356603125,121.8
80,Barstow Marine Logistics Base,2009.0,34.8624,-116.95979,1.5
81,Barton,2009.0,43.39328875,-93.08761575,160.0
82,Barton Chapel,2009.0,33.072541666666666,-98.32989716666664,120.0
83,Bayonne Wind Energy Project,2012.0,40.65279,-74.1177,1.5
84,Bear Creek,2006.0,41.237071666666665,-75.75191833333334,24.0
85,Bearkat I,2017.0,31.765152631578943,-101.59474754385964,196.65
86,Bearkat II,2020.0,31.75765574468085,-101.67409680851064,162.15
87,Beaver Creek,2017.0,42.10395635294118,-94.16040835294118,170.0
88,Beaver Creek II,2018.0,42.10598423529411,-94.24860070588235,170.0
89,Beebe 1B,2014.0,43.31596142857143,-84.52104238095238,50.39999999999999
90,Beebe Community Wind,2012.0,43.27122941176471,-84.51724029411764,81.6
91,Beech Ridge,2010.0,38.07845388059702,-80.52286611940299,100.5
92,Beech Ridge II,2020.0,38.101349,-80.6210575,56.2
93,"Beethoven Wind, LLC",2015.0,43.175028372093024,-98.07687953488372,79.55
94,Bellevue High School,2010.0,41.28242,-82.84603,0.1
95,Bennington,2021.0,40.96336969696969,-89.07996545454546,93.06
96,Benson Creek,2017.0,44.418432,-117.274106,10.0
97,Bent Tree,2011.0,43.75751991803279,-93.4628575409836,201.3
98,Berkshire East Ski Area,2010.0,42.61629,-72.8668,0.9
99,Berkshire Wind,2011.0,42.58527,-73.27498,15.0
100,Berkshire Wind Power Project Phase II,2019.0,42.59823,-73.272115,4.6
101,Bethel,2017.0,34.57434941666667,-102.46911741666666,276.0
102,Bethel Wind Turbine,2018.0,60.78057,-161.88658,0.9
103,Big Blue Wind Farm,2012.0,43.62346222222222,-94.21758555555556,36.0
104,Big Horn,2006.0,45.882899022556394,-120.2818622556391,199.5
105,Big Horn 2,2010.0,45.9408112,-120.2897836,50.0
106,Big Level,2019.0,41.8943556,-77.6797988,90.0
107,Big Sky Wind,2011.0,41.58752043859649,-89.42144078947369,239.7824561403509
108,Big Smile Wind Farm at Dempsey Ridge,2012.0,35.538331212121214,-99.81704469696967,132.0
109,Big Spring I,1999.0,32.19098511627907,-101.40219790697674,34.32
110,Big Spring II,1999.0,32.2139,-101.40072333333336,6.599999999999999
111,Big Timber,2018.0,45.835719999999995,-109.65241857142856,25.06
112,Big Turtle,2014.0,43.876492,-82.75428600000001,20.0
113,Big Turtle II,2016.0,43.92625642857143,-82.795075,29.4
114,Big Windy,2009.0,41.95546,-87.86519,0.11
115,Biglow Canyon I,2007.0,45.66689907894737,-120.61680223684208,125.4
116,Biglow Canyon II,2009.0,45.64066676923077,-120.6388243076923,149.5
117,Biglow Canyon III,2010.0,45.64124434210527,-120.55246868421052,174.8
118,Bingham Lake,2006.0,43.96078666666667,-95.04368583333331,15.0
119,Bingham Wind,2016.0,45.12696910714286,-69.69904285714286,184.8
120,Birch Power LLC,2017.0,40.76769,-94.4744,1.79
121,Bishop Hill I,2012.0,41.19727609022557,-90.15054233082708,211.38
122,Bishop Hill II,2012.0,41.234162999999995,-90.147688,81.0
123,Bishop Hill III,2018.0,41.2061141509434,-90.2872403773585,132.1
124,Bison 1B (2011),2011.0,46.96630428571428,-101.54644714285712,21.0
125,Bison Wind 1A,2010.0,46.9812475,-101.529570625,36.8
126,Bison Wind 1B,2012.0,47.000678888888885,-101.49725666666669,24.0
127,Bison Wind 2,2012.0,46.9558694117647,-101.64310470588237,105.0
128,Bison Wind 3,2012.0,46.95585857142857,-101.54045,105.0
129,Bison Wind 4,2014.0,47.0204953125,-101.6304715625,204.8
130,Bitter Ridge,2020.0,40.337432500000006,-85.10504807692307,146.64
131,Bitworks,2003.0,35.97639,-94.334,0.1
132,Black Oak Getty,2016.0,45.65448128205128,-95.01188025641024,78.0
133,Black Rock,2021.0,39.31511304347826,-79.13391869565217,115.0
134,Blackjack Creek,2022.0,28.259557599999997,-97.517921,240.0
135,Blackstone (Top Crop),2009.0,41.13534029411765,-88.61504161764707,102.0
136,Blackstone (Top Crop) II,2010.0,41.16239303030303,-88.5386825,198.0
137,Blackwell,2012.0,36.85094076923077,-97.42621576923078,59.8
138,Blazing Star 1,2020.0,44.5371924,-96.3768693,200.0
139,Blazing Star 2,2021.0,44.4447213,-96.3211967,218.0
140,Block Island,2016.0,41.115392,-71.521886,30.0
141,Bloom,2017.0,37.48989092592593,-99.95550370370373,178.2
142,Blooming Grove,2020.0,40.659667340425536,-88.74948851063829,260.92
143,Blue Breezes I & II,2006.0,43.65583,-94.155,2.5
144,Blue Canyon I,2003.0,34.853193777777776,-98.57407822222224,74.25
145,Blue Canyon II,2005.0,34.87528109756097,-98.63972426829268,146.6341463414634
146,Blue Canyon V,2009.0,34.82014818181818,-98.47270151515151,99.0
147,Blue Canyon VI,2011.0,34.913942181818186,-98.55384672727271,99.0
148,Blue Cloud I,2018.0,34.0544023255814,-102.6463630232558,148.35
149,Blue Creek,2012.0,40.96570644736842,-84.60631546052632,304.0
150,Blue Sky - Green Field,2008.0,43.88627636363636,-88.26984068181818,145.2
151,Blue Summit,2012.0,34.304836470588235,-99.3768714117647,139.74
152,Blue Summit II,2018.0,34.232057560975605,-99.47277146341465,99.36
153,Blue Summit III,2019.0,34.17886170731707,-99.55353439024393,200.19999999999996
154,Bluegrass Ridge,2007.0,40.085923703703706,-94.49275148148148,56.7
155,Bluestem,2016.0,36.55214616666667,-100.58754766666668,198.0
156,Bluestem Franklin County Wind Project (SPPW1),2022.0,40.313455000000005,-98.958535,5.64
157,Bluestone Wind,2023.0,42.09650653846154,-75.50982461538462,111.79999999999998
158,Bluff Point,2017.0,40.32290571428571,-84.94708982142858,119.7
159,Bobcat Bluff,2012.0,33.5035497,-98.5787138,162.0
160,Boiling Springs,2020.0,36.54506666666667,-99.32701133333332,148.4
161,Bolton Valley Resort,2009.0,44.41446,-72.83472,0.1
162,Border Winds Project,2015.0,48.9647632,-99.60268733333334,150.0
163,Borderlands,2021.0,34.13207941176471,-108.89782176470588,99.8
164,Bowling Green Municipal,2003.0,41.37539,-83.741,3.6
165,Boyce Dairy Farm,2010.0,40.8686,-81.04547,0.1
166,Brady Wind I,2016.0,46.65658459770115,-102.75379712643678,149.73
167,Brady Wind II,2016.0,46.601804305555554,-102.78960916666666,149.03
168,"Brahms Wind, LLC",2014.0,34.74687333333333,-103.30327166666666,19.8
169,Brazos Wind Ranch,2003.0,32.94268,-101.18167666666666,160.0
170,Brazos Wind Repower,2003.0,32.940617894736846,-101.19581131578948,182.4
171,Breckinridge,2015.0,36.447696666666666,-97.6760794736842,98.1
172,Bright Stalk,2019.0,40.6818294736842,-88.66248122807018,205.2
173,Briscoe,2015.0,34.37560888888889,-101.31016679012345,150.0
174,Broadlands,2020.0,39.85778125,-88.00763437500001,199.80000000000004
175,Broadview Energy JN LLC,2017.0,34.801035316455696,-103.04212911392403,91.5632911392405
176,Broadview Energy KW LLC,2017.0,34.75115241935484,-103.12166258064516,142.6
177,Broken Bow I,2012.0,41.4582466,-99.5583418,80.0
178,Broken Bow II,2014.0,41.529364186046514,-99.5601923255814,75.0
179,Bronco Plains,2020.0,39.088541203703706,-103.01715851851851,299.36
180,Bronco Plains Wind II,2023.0,39.21439541666667,-102.97571527777778,199.04
181,Brookfield Tehachapi 1 (CCDLP),2012.0,35.05993423076923,-118.32548076923078,102.0
182,Brookfield Tehachapi 2,2012.0,35.04724125,-118.24414375,21.0
183,Brookfield Wind Park,2014.0,43.73144545454546,-83.30756636363637,74.8
184,Brown County Wind Turbine,2011.0,39.97349,-90.69939,1.5
185,Bruenning's Breeze,2017.0,26.522558421052633,-97.6751344736842,228.0
186,Brule County Wind,2018.0,43.71455555555555,-98.92247,20.7
187,Buckeye,2015.0,38.99665758928571,-99.45016767857145,200.0
188,Buckthorn,2017.0,32.36647655172414,-98.39685448275864,100.05
189,Buena Vista,2006.0,37.80094921052631,-121.65827789473684,38.0
190,Buffalo Bear,2008.0,36.77413,-99.65531222222222,18.9
191,Buffalo Dunes,2013.0,37.63753488888889,-101.08983807407408,249.75
192,Buffalo Gap 2,2007.0,32.342343806451616,-100.21195748387096,232.5
193,Buffalo Gap 3,2008.0,32.295966756756755,-100.15875216216216,170.2
194,Buffalo Gap Wind Farm,2005.0,32.30773625,-100.11982125,120.6
195,Buffalo Mountain,2004.0,36.12700533333334,-84.348954,27.0
196,Buffalo Mountain (Windrock),2000.0,36.12078333333333,-84.33869,1.98
197,Buffalo Ridge,2009.0,44.42194416666666,-96.48004416666669,50.4
198,Buffalo Ridge,2022.0,44.2411415,-96.237142,112.8
199,Buffalo Ridge II,2010.0,44.52619009523809,-96.63122028571428,210.0
200,Bull Creek,2008.0,32.931945666666664,-101.58032788888887,180.0
201,Bull Hill,2012.0,44.71700052631579,-68.15921052631579,34.2
202,Bulldog,2010.0,41.22569,-94.44049,1.5
203,Burco Farm & Feed,2010.0,42.56381,-91.88751,0.1
204,Bureau Valley School District,2004.0,41.45339,-89.67819,0.66
205,Burley Butte,2011.0,42.489186153846155,-113.92283615384616,19.5
206,Busch Ranch,2012.0,37.7818875,-104.4718525,28.8
207,Busch Ranch II,2019.0,37.77590777777778,-104.42101592592591,59.4
208,Butler Ridge,2009.0,43.40998527777778,-88.48083444444444,54.0
209,Byers Auto,2010.0,40.11075,-83.08231,0.1
210,CED Centerville Wind Project,2021.0,40.70174,-92.85355,7.900000000000001
211,CED Manchester Wind,2022.0,42.45847666666666,-91.53232333333334,7.900000000000001
212,CR Holland Crane Service,2017.0,43.27931,-93.63378,0.1
213,Cabazon,1999.0,33.9143662745098,-116.70950078431372,39.75
214,Cabazon,2002.0,33.91184779661017,-116.73283169491526,40.92
215,Cabazon-Shell,2002.0,33.90714,-116.73481333333332,40.92
216,Cactus Flats,2018.0,31.111067674418607,-100.0176323255814,148.35
217,Caddo,2021.0,35.003372272727276,-98.39899809090907,303.72
218,California Ridge,2012.0,40.218927611940295,-87.89377186567164,217.08
219,California State Prison Los Angeles County,2017.0,34.69198,-118.2216,1.85
220,Callahan Divide,2017.0,32.32081368421053,-100.00517210526316,114.0
221,Camelot Wind Project,2012.0,41.92549,-70.6443,1.5
222,Cameron,2015.0,26.192769090909092,-97.48520963636363,165.0
223,Cameron Ridge,1999.0,35.07882764705882,-118.31030411764704,60.0
224,Camp Grove,2007.0,41.0771681,-89.623158,150.0
225,Camp Reed,2010.0,42.8162,-115.05777666666668,22.5
226,Camp Springs,2007.0,32.764855057471266,-100.80783344827589,130.5
227,Camp Springs II,2007.0,32.78401789473684,-100.88712736842106,31.5
228,Camp Springs II,2008.0,32.713202622950824,-100.79269983606558,88.5
229,Camp Williams,2000.0,40.43968,-111.92006,0.66
230,Camp Williams,2005.0,40.4396,-111.91928,0.66
231,Campbell County,2015.0,45.78931581818182,-100.27516145454544,95.0
232,Campbell Hill,2009.0,43.014916818181824,-106.0008793939394,99.0
233,Canadian Breaks,2019.0,35.199331904761905,-102.31495892857144,200.09999999999997
234,Canadian Hills,2012.0,35.659635925925926,-98.09293266666668,298.45
235,Caney River,2011.0,37.427592972972974,-96.43410027027026,199.80000000000004
236,Cannon 1,2009.0,42.73275,-92.3689,0.95
237,Cannon II,2012.0,42.73549,-92.3681,0.9
238,Canton Mountain,2017.0,44.51365375,-70.30358375,22.8
239,Canyon Wind,2024.0,32.61592081081081,-100.96934036036036,308.82
240,Cape Cod Regional Transit Authority,2010.0,41.69009,-70.1444,0.1
241,Capricorn Ridge,2017.0,31.931012476190475,-100.89527442857144,361.3990476190476
242,Capricorn Ridge expansion,2017.0,31.932259644670047,-100.96459923857869,298.5
243,Caprock Wind Ranch,2004.0,34.978347500000005,-103.35124583333332,60.0
244,Caprock Wind Ranch,2005.0,34.981092000000004,-103.347613,20.0
245,Cardinal Point,2020.0,40.61724566666667,-90.763561,150.0
246,Carleton College,2004.0,44.45899,-93.11389,1.65
247,Carleton College,2011.0,44.46874,-93.12791,1.6
248,Carousel,2015.0,39.36857563218391,-102.14291655172414,149.6
249,Carroll,2008.0,42.150061699999995,-94.9452952,159.12
250,Carroll Area,2015.0,41.94313666666667,-94.89091,20.0
251,Carthage Wind Turbine,2002.0,44.16902,-97.74043,0.11
252,Casa Mesa,2018.0,34.60523,-103.97612142857145,50.89999999999999
253,Case Western University,2010.0,41.50235,-81.60555,1.33
254,Case Western University,2012.0,41.60214,-81.497265,1.23
255,Cashton Greens,2012.0,43.73639,-90.804545,5.0
256,Casper Wind Farm,2009.0,42.88726454545454,-106.2186990909091,16.5
257,Cassadaga,2021.0,42.315485675675674,-79.17470486486486,125.48
258,Casselman,2007.0,39.859525652173915,-79.12841695652175,34.5
259,Cassia,2009.0,42.86509571428571,-115.02426142857144,29.4
260,Castle Gap Wind,2023.0,31.39451292682927,-98.36928975609756,196.8
261,Cayuga Ridge,2010.0,40.97484866666667,-88.43775553333333,300.0
262,Cedar Bluff,2015.0,38.67129270270271,-99.73485135135137,198.69999999999996
263,Cedar Creek,2007.0,40.884232007299275,-104.02227182481752,300.5
264,Cedar Creek II,2011.0,40.92634770491804,-103.7889236885246,250.8
265,Cedar Creek Wind,2024.0,43.32485765957447,-112.0054814893617,159.8
266,Cedar Hills,2010.0,46.244521538461534,-103.76811307692309,19.5
267,Cedar Point,2011.0,39.446779352517986,-103.6702037410072,250.19999999999996
268,Cedar Ridge Wind Farm,2008.0,43.71709487804878,-88.31091048780488,67.65
269,Cedar Springs I,2020.0,43.07924833333333,-105.45061333333334,199.4
270,Cedar Springs II,2020.0,42.95073319444444,-105.3541915277778,198.88
271,Cedar Springs III,2020.0,43.081485625,-105.58364854166666,133.28
272,Cedro Hill,2010.0,27.5762788,-98.9088117,150.0
273,Cemex Black Mountain Quarry,2012.0,34.62214,-117.111845,3.0
274,Cemex Madison,2012.0,38.6876,-121.93519,1.5
275,Cemex River Plant,2012.0,34.561049999999994,-117.30654,3.2
276,Centennial Wind Farm,2006.0,36.648909,-99.62897825,60.0
277,Centennial Wind Farm,2007.0,36.639788,-99.6047765,60.0
278,Central Community College-Hastings,2016.0,40.56924,-98.3345,1.7
279,Central Plains,2009.0,38.51855848484848,-101.15983515151515,99.0
280,Century,2017.0,42.5518066,-93.6619776,150.0
281,Century Expansion,2005.0,42.501741714285714,-93.66612085714286,35.0
282,Century Expansion,2007.0,42.56873,-93.610675,3.0
283,Century Expansion,2008.0,42.56312125,-93.625585,12.0
284,Century Oak Wind,2023.0,32.43042088888889,-99.18243155555555,153.0
285,Cerro Gordo Repower,2020.0,43.06265125,-93.456555625,36.8
286,Cerro Gordo/Hawkeye Power/Clear Lake,1999.0,43.07892,-93.47649,41.25
287,Chamberlain Wind Project,2001.0,43.84854,-99.24784,2.6
288,"Champepaden, Chandler Hills Phase II",2001.0,43.92022333333333,-95.95565666666666,1.98
289,Champion,2008.0,32.39349345454546,-100.6123718181818,126.5
290,Chapman Ranch,2017.0,27.59888259259259,-97.53454666666669,249.08
291,Charles City,2008.0,43.031658,-92.7264074,75.0
292,Charlestown Wind Turbine,2011.0,42.39149,-71.071,1.5
293,Chestnut Flats,2011.0,40.52060210526316,-78.47985368421052,38.0
294,Chevak,2009.0,61.52481,-165.6081475,0.4
295,Chevelon Butte Wind Phase I,2023.0,34.696496315789474,-110.85073421052633,239.0
296,Cheyenne Ridge,2020.0,39.014707017543856,-102.26212368421054,496.4
297,Chickasaw County Wind Energy Center,2023.0,43.15630212121212,-92.31723348484849,202.36
298,Chisholm View,2012.0,36.57560764285714,-97.69635757142858,235.2
299,Chisholm View II,2016.0,36.558402962962965,-97.6908251851852,64.8
300,Chopin,2016.0,45.89156166666667,-118.47113,9.9
301,Chopin (Phase II),2022.0,45.906014,-118.496406,8.65
302,Cimarron Bend I,2016.0,37.37058434343434,-99.88585454545456,200.0
303,Cimarron Bend II,2017.0,37.36546960396039,-100.00813,200.0
304,Cimarron Bend III,2020.0,37.41728567567568,-99.99978486486486,198.84
305,Cimarron I,2012.0,37.87256930555556,-100.27394166666666,165.6
306,Cimarron II,2012.0,37.89854701754386,-100.3825098245614,131.1
307,Cirrus 1,2012.0,33.02728117647059,-101.6967905882353,61.2
308,Cisco,2008.0,43.62581,-95.364765,8.4
309,City of Howard Wind Turbines,2001.0,44.009564999999995,-97.53897,0.22
310,City of Medford,2009.0,42.40899,-71.0991,0.1
311,City of Seward,2017.0,40.89528,-97.18768,1.7
312,City of Soledad Water Reclamation Facility,2014.0,36.42094,-121.34016,1.85
313,Clark Thompson 1,2009.0,42.20809,-93.59239,0.9
314,Clay High School,2012.0,41.65719,-83.4135,0.9
315,Clearwater Energy Project 1A,2022.0,46.83075801526718,-106.40616458015268,365.52
316,Clearwater Wind East,2023.0,46.813471199999995,-106.00656493333334,208.2
317,Clearwater Wind II,2023.0,46.80278486486487,-106.19671351351352,102.84
318,Cloud County Community College,2010.0,39.54859,-97.664045,0.2
319,Cloud Power,2010.0,39.54911,-97.66431,0.35
320,Coachella Hills,2021.0,33.894785,-116.568815625,60.6
321,Coastal Energy,2010.0,46.792945,-124.06551,6.0
322,Coastal Virginia Offshore Wind,2020.0,36.891575,-75.49161000000001,12.0
323,Cold Springs,2012.0,43.03349633333333,-115.441549,138.0
324,Colorado Green Wind Project (Lamar),2003.0,37.700561980198025,-102.63540396039603,160.15841584158414
325,Colorado Highlands,2012.0,40.74361023809523,-102.75240666666669,67.2
326,Colorado Highlands,2013.0,40.73159857142857,-102.79201857142856,23.8
327,Combine Hills I,2003.0,45.93991365853659,-118.58439975609755,41.0
328,Combine Hills II,2009.0,45.94693238095238,-118.58997333333332,63.0
329,Community Wind North,2011.0,44.248965,-96.40674833333333,24.0
330,Community Wind South,2012.0,43.71542066666667,-95.80528733333334,33.0
331,Conception Wind Project,2008.0,40.213449583333336,-94.67361791666669,50.4
332,"Condon Wind Project, phase I",2001.0,45.2529556097561,-120.2709,24.6
333,"Condon Wind Project, phase II",2002.0,45.29398285714286,-120.27141976190477,25.199999999999996
334,Conneaut Middle School,2010.0,41.92619,-80.5594,0.6000000000000001
335,Conneaut Waste Water Treatment,2010.0,41.96879,-80.55209,0.4
336,Contrail,2020.0,40.677741463414634,-94.82377048780488,112.42
337,Cooper Farms,2012.0,40.91479,-84.5629,4.5
338,Cooper Farms Amendment,2012.0,40.91089,-84.5668,4.5
339,Copenhagen,2018.0,43.8908785,-75.63933775000001,80.0
340,Coram (Tehachapi 3),2004.0,35.05753,-118.32202,13.5
341,Coram Energy LLC,2005.0,35.06248875,-118.3410475,9.0
342,Corn Plus,2008.0,43.761995,-94.14152,4.2
343,Correctional Training Facility,2018.0,36.46617,-121.38157,1.7
344,Corriedale Wind Energy Project,2020.0,41.11215333333333,-104.99335,59.21999999999999
345,Cotton Plains Wind,2017.0,33.990232380952385,-101.23732142857142,50.39999999999999
346,Cottonwood Wind,2017.0,40.2786435,-98.42183075,89.96
347,Courtenay,2016.0,47.190317699999994,-98.6041354,200.0
348,Cow Branch Wind Project,2008.0,40.44950875,-95.46764166666668,50.4
349,Coyote,2020.0,32.861011764705886,-100.84641941176471,53.57
350,Coyote,2021.0,32.84925261904762,-100.87351952380952,189.0
351,Coyote Ridge,2019.0,44.44537051282051,-96.5689264102564,96.7
352,Crane Creek,2009.0,43.40534151515151,-92.48494848484847,99.0
353,Cranell,2020.0,28.1907598,-97.4324028,220.0
354,Crawfish Wind Project (Prairie Switch),2024.0,29.161110833333336,-96.14611270833332,163.2
355,Crescent Wind,2021.0,41.96799166666666,-84.47421283333333,166.08
356,Creston Ridge,2015.0,41.67759,-97.385075,6.8
357,Creston Ridge Expansion,2017.0,41.677526666666665,-97.40349,6.900000000000001
358,Crisfield Waste Water Treatment Plant,2017.0,37.98283,-75.85838,0.75
359,Criterion,2010.0,39.381903214285714,-79.321365,64.4
360,Crocker,2019.0,45.09910974025974,-97.85445753246752,209.44
361,Crofton Bluffs,2012.0,42.69938454545455,-97.57762272727273,42.0
362,Cross Winds,2007.0,43.06754,-94.896952,21.0
363,Cross Winds Energy Park,2014.0,43.60188741935484,-83.48464935483871,110.98
364,Cross Winds Energy Park II,2018.0,43.64552789473685,-83.41676105263159,43.7
365,Cross Winds Energy Park III,2019.0,43.618551818181814,-83.37601090909091,75.9
366,Crossing Trails,2021.0,39.0608552,-102.829864,104.0
367,Crossroads,2011.0,36.08033376470589,-98.7713094117647,195.5
368,Crossroads,2012.0,36.04550153846154,-98.72371615384615,32.0
369,Crow Lake,2010.0,43.89948206896552,-98.76604948275862,87.0
370,Crow Lake,2011.0,43.89919116279069,-98.78290465116278,64.5
371,Crowned Ridge I,2019.0,45.05237850574713,-96.93287218390805,200.1
372,Crowned Ridge II,2020.0,44.92568056818182,-96.90084568181818,200.6
373,Crystal Lake I,2008.0,43.1951866,-93.8535857,150.0
374,Crystal Lake II,2008.0,43.30083012987013,-93.7930290909091,196.4155844155844
375,Crystal Lake II,2009.0,43.291783333333335,-93.7545,10.0
376,Crystal Lake III,2009.0,43.34515136363637,-93.89076545454546,66.0
377,Cumberland Rose,2012.0,41.22709,-94.43489,1.6
378,Cuyahoga County Fairgrounds,2012.0,41.36649,-81.8392,0.5
379,DH Blattner Headquarters,2009.0,45.59433,-94.44567,0.1
380,Dakota Range I and II,2022.0,45.18553611111111,-97.02801694444445,304.0
381,Dakota Range III,2021.0,45.2908975,-97.11668,153.6
382,Danielson,2011.0,45.06809833333333,-94.742925,19.8
383,Day County Wind Project,2010.0,45.221308484848485,-97.90237651515152,105.6
384,DeWind Little Pringle #1,2010.0,35.918572,-101.53539,10.0
385,DeWind Little Pringle #2,2010.0,35.946796,-101.53833,10.0
386,Deerfield,2017.0,43.96317472222222,-82.88338791666666,149.0
387,Deerfield II Wind project,2023.0,43.97159,-82.83659142857144,112.0
388,Deerfield Wind,2017.0,42.865262666666666,-72.97933800000001,30.0
389,Delta Junction,2009.0,64.0144,-145.59497,0.1
390,Delta Junction,2010.0,64.0149,-145.59798,0.9
391,Delta Junction,2013.0,64.01352,-145.59596,0.9
392,"Department of Correction, NCCI Gardner",2011.0,42.57994,-71.93799999999999,3.3
393,Desert Sky,2001.0,30.929497631578943,-102.12738144736842,124.66026315789476
394,Desert Sky Repower,2001.0,30.915974666666667,-102.07790133333332,38.67
